#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
AE004091.2.fa,AE004091.2,1570496,1571779,+,fliK,1-1284/1284,===============,0/0,100,100,vfdb,NP_250132,(fliK) flagellar hook-length control protein FliK [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1572023,1572544,+,fliL,1-522/522,===============,0/0,100,100,vfdb,NP_250133,(fliL) flagellar basal body protein FliL [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1572552,1573523,+,fliM,1-972/972,===============,0/0,100,100,vfdb,NP_250134,(fliM) flagellar motor switch protein FliM [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1573551,1574024,+,fliN,1-474/474,===============,0/0,100,100,vfdb,NP_250135,(fliN) flagellar motor switch protein FliN [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1574026,1574478,+,fliO,1-453/453,===============,0/0,100,100,vfdb,NP_250136,(fliO) flagellar protein FliO [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1574475,1575242,+,fliP,1-768/768,===============,0/0,100,100,vfdb,NP_250137,(fliP) flagellar biosynthetic protein FliP [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1575290,1575559,+,fliQ,1-270/270,===============,0/0,100,100,vfdb,NP_250138,(fliQ) flagellar biosynthetic protein FliQ [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1575559,1576335,+,fliR,1-777/777,===============,0/0,100,100,vfdb,NP_250139,(fliR) flagellar biosynthetic protein FliR [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1576338,1577474,+,flhB,1-1137/1137,===============,0/0,100,100,vfdb,NP_250140,(flhB) flagellar biosynthetic protein FlhB [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1580321,1582444,+,flhA,1-2124/2124,===============,0/0,100,100,vfdb,NP_250143,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1582528,1583817,+,flhF,1-1290/1290,===============,0/0,100,100,vfdb,NP_250144,(flhF) flagellar biosynthesis protein FlhF [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1583956,1584798,+,fleN,1-843/843,===============,0/0,100,100,vfdb,NP_250145,(fleN) flagellar synthesis regulator FleN [Flagella (VF0273)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1584795,1585538,+,fliA,1-744/744,===============,0/0,100,100,vfdb,NP_250146,(fliA) flagellar biosynthesis sigma factor FliA [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1590533,1591273,+,motC,1-741/741,===============,0/0,100,100,vfdb,NP_250151,(motC) flagellar motor protein [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1591286,1592176,+,motD,1-891/891,===============,0/0,100,100,vfdb,NP_250152,(motD) flagellar motor protein [Deoxyhexose linking sugar 209 Da capping structure (AI138)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1840468,1841517,-,pscU,1-1050/1050,===============,0/0,100,100,vfdb,NP_250381,(pscU) type III secretion system protein PscU [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1841514,1842302,-,pscT,1-789/789,===============,0/0,100,100,vfdb,NP_250382,(pscT) type III secretion system protein PscT [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1842299,1842565,-,pscS,1-267/267,===============,0/0,100,100,vfdb,NP_250383,(pscS) type III secretion system protein PscS [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1842568,1843221,-,pscR,1-654/654,===============,0/0,100,100,vfdb,NP_250384,(pscR) type III secretion system protein PscR [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1843218,1844147,-,pscQ,1-930/930,===============,0/0,100,100,vfdb,NP_250385,(pscQ) type III secretion system protein PscQ [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1844144,1845253,-,pscP,1-1110/1110,===============,0/0,100,100,vfdb,NP_250386,(pscP) type III secretion system protein PscP [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1845241,1845717,-,pscO,1-477/477,===============,0/0,100,100,vfdb,NP_250387,(pscO) type III secretion system protein PscO [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1845714,1847036,-,pscN,1-1323/1323,===============,0/0,100,100,vfdb,NP_250388,(pscN) type III secretion system ATPase PscN [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1847227,1848093,+,popN,1-867/867,===============,0/0,100,100,vfdb,NP_250389,(popN) type III secretion system outer membrane protein PopN [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1848074,1848352,+,pcr1,1-279/279,===============,0/0,100,100,vfdb,NP_250390,(pcr1) type III secretion system protein Pcr1 [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1848339,1848710,+,pcr2,1-372/372,===============,0/0,100,100,vfdb,NP_250391,(pcr2) type III secretion system protein Pcr2 [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1848707,1849072,+,pcr3,1-366/366,===============,0/0,100,100,vfdb,NP_250392,(pcr3) type III secretion system protein Pcr3 [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1849077,1849406,+,pcr4,1-330/330,===============,0/0,100,100,vfdb,NP_250393,(pcr4) type III secretion system protein Pcr4 [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1849403,1851523,+,pcrD,1-2121/2121,===============,0/0,100,100,vfdb,NP_250394,(pcrD) type III secretion system protein PcrD [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1851520,1851954,+,pcrR,1-435/435,===============,0/0,100,100,vfdb,NP_250395,(pcrR) type III secretion system regulatory protein PcrR [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1851982,1852278,+,pcrG,1-297/297,===============,0/0,100,100,vfdb,NP_250396,(pcrG) type III secretion system cytoplasmic regulator PcrG [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1852288,1853172,+,pcrV,1-885/885,===============,0/0,100,100,vfdb,NP_250397,(pcrV) type III secretion system hydrophilic translocator needle tip protein PcrV [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1853181,1853684,+,pcrH,1-504/504,===============,0/0,100,100,vfdb,NP_250398,(pcrH) type III secretion system regulatory protein PcrH [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1853665,1854837,+,popB,1-1173/1173,===============,0/0,100,100,vfdb,NP_250399,(popB) type III secretion system hydrophobic translocator pore protein PopB [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1854849,1855736,+,popD,1-888/888,===============,0/0,100,100,vfdb,NP_250400,(popD) type III secretion system hydrophobic translocator pore protein PopD [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1855862,1856299,+,exsC,1-438/438,===============,0/0,100,100,vfdb,NP_250401,(exsC) type III secretion system regulatory protein ExsC [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1856308,1856553,+,exsE,1-246/246,===============,0/0,100,100,vfdb,NP_250402,(exsE) type III secretion system regulatory protein ExsE [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1856562,1856975,+,exsB,1-414/414,===============,0/0,100,100,vfdb,NP_250403,(exsB) type III secretion system piolitin ExsB [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1857273,1858109,+,exsA,1-837/837,===============,0/0,100,100,vfdb,NP_250404,(exsA) type III secretion system regulatory protein ExsA [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1858207,1859037,+,exsD,1-831/831,===============,0/0,100,100,vfdb,NP_250405,(exsD) type III secretion system regulatory protein ExsD [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1859071,1859493,+,pscB,1-423/423,===============,0/0,100,100,vfdb,NP_250406,(pscB) type III secretion system protein PscB [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1859493,1861295,+,pscC,1-1803/1803,===============,0/0,100,100,vfdb,NP_250407,(pscC) type III secretion system secretin PscC [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1861297,1862595,+,pscD,1-1299/1299,===============,0/0,100,100,vfdb,NP_250408,(pscD) type III secretion system basal body protein PscD [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1862558,1862761,+,pscE,1-204/204,===============,0/0,100,100,vfdb,NP_250409,(pscE) type III secretion system cochaperone PscE for PscG [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1862764,1863021,+,pscF,1-258/258,===============,0/0,100,100,vfdb,NP_250410,(pscF) type III secretion system needle filament protein PscF [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1863024,1863371,+,pscG,1-348/348,===============,0/0,100,100,vfdb,NP_250411,(pscG) type III secretion system chaperone PscG for PscF [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1863368,1863799,+,pscH,1-432/432,===============,0/0,100,100,vfdb,NP_250412,(pscH) type III secretion system protein PscH [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
AE004091.2.fa,AE004091.2,1863799,1864137,+,pscI,1-339/339,===============,0/0,100,100,vfdb,NP_250413,(pscI) type III secretion system inner rod protein PscI [TTSS (VF0083)] [Pseudomonas aeruginosa PAO1],
