#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
AE004091.2.fa,AE004091.2,3942650,3943807,-,mexP,1-1158/1158,===============,0/0,100.00,100.00,card,AB219524.1:22-1180,MexP is the membrane fusion protein of the MexPQ-OpmE multidrug efflux complex,acridine_dye;carbapenem;diaminopyrimidine;macrolide;phenicol;tetracycline
AE004091.2.fa,AE004091.2,3982021,3984009,+,arnA,1-1989/1989,===============,0/0,100.00,100.00,card,AE004091.2:3982020-3984009,arnA modifies lipid A with 4-amino-4-deoxy-L-arabinose (Ara4N) which allows gram-negative bacteria to resist the antimicrobial activity of cationic antimicrobial peptides and antibiotics such as polymyxin. arnA is found in E. coli and P. aeruginosa.,peptide
AE004091.2.fa,AE004091.2,4116188,4119265,-,mexK,1-3078/3078,===============,0/0,100.00,100.00,card,AE004091.2:4119265-4116187,mexK is the inner membrane resistance-nodulation-cell division (RND) transporter in the MexJK multidrug efflux protein.,macrolide;tetracycline;triclosan
AE004091.2.fa,AE004091.2,4119270,4120373,-,mexJ,1-1104/1104,===============,0/0,100.00,100.00,card,AE004091.2:4120373-4119269,mexJ is the membrane fusion protein of the MexJK multidrug efflux protein.,macrolide;tetracycline;triclosan
AE004091.2.fa,AE004091.2,4120469,4121107,+,mexL,1-639/639,===============,0/0,100.00,100.00,card,AE004091.2:4120468-4121107,MexL is a specific repressor of mexJK transcription and autoregulates its own expression.,macrolide;tetracycline;triclosan
AE004091.2.fa,AE004091.2,4165719,4165880,-,ArmR,1-162/162,===============,0/0,100.00,100.00,card,AE004091.2:4165880-4165718,ArmR a 53-amino-acid antirepressor allosterically inhibits MexR dimer-DNA binding by occupying a hydrophobic binding cavity within the center of the MexR dimer. ArmR up-regulation and MexR-ArmR complex formation have previously been shown to upregulate MexAB-OprM.,aminocoumarin;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
AE004091.2.fa,AE004091.2,4594029,4595222,+,PDC-1,1-1194/1194,===============,0/0,100.00,100.00,card,FJ666065:0-1194,PDC-1 is a beta-lactamase found in Pseudomonas aeruginosa.,carbapenem;cephalosporin;monobactam
AE004091.2.fa,AE004091.2,4607578,4608384,-,APH(3')-IIb,1-807/807,===============,0/0,100.00,98.51,card,X90856:387-1194,APH(3')-IIb is a chromosomal-encoded aminoglycoside phosphotransferase in P. aeruginosa,aminoglycoside
AE004091.2.fa,AE004091.2,4625089,4626297,-,bcr-1,1-1209/1209,===============,0/0,100.00,99.92,card,CP012901.1:5980365-5979156,Transmembrane protein which expels bicyclomycin from the cell leading to bicyclomycin resistance. Identified in Pseudomonas aeruginosa strains responsible for outbreaks in Brazil often appearing with blaSPM-1 another bicyclomycin resistance gene,bicyclomycin
AE004091.2.fa,AE004091.2,4705956,4706402,+,mexG,1-447/447,===============,0/0,100.00,100.00,card,AE004091.2:4705955-4706402,MexG is a membrane protein required for MexGHI-OpmD efflux activity.,acridine_dye;fluoroquinolone;tetracycline
AE004091.2.fa,AE004091.2,4706410,4707522,+,mexH,1-1113/1113,===============,0/0,100.00,100.00,card,AE004091.2:4706409-4707522,MexH is the membrane fusion protein of the efflux complex MexGHI-OpmD.,acridine_dye;fluoroquinolone;tetracycline
AE004091.2.fa,AE004091.2,4707535,4710624,+,mexI,1-3090/3090,===============,0/0,100.00,100.00,card,AE004091.2:4707534-4710624,MexI is the inner membrane transporter of the efflux complex MexGHI-OpmD.,acridine_dye;fluoroquinolone;tetracycline
AE004091.2.fa,AE004091.2,4710621,4712084,+,opmD,1-1464/1464,===============,0/0,100.00,100.00,card,AE004091.2:4710620-4712084,OpmD is the outer membrane channel protein of the efflux complex MexGHI-OpmD.,acridine_dye;fluoroquinolone;tetracycline
AE004091.2.fa,AE004091.2,4903466,4904596,+,mexV,1-1131/1131,===============,0/0,100.00,100.00,card,AE004091.2:4903465-4904596,MexV is the membrane fusion protein of the MexVW-OprM multidrug efflux complex.,acridine_dye;fluoroquinolone;macrolide;phenicol;tetracycline
AE004091.2.fa,AE004091.2,4904647,4907703,+,mexW,1-3057/3057,===============,0/0,100.00,100.00,card,NC_002516.2:4904646-4907703,MexW is the RND-type membrane protein of the efflux complex MexVW-OprM.,acridine_dye;fluoroquinolone;macrolide;phenicol;tetracycline
AE004091.2.fa,AE004091.2,5149633,5151072,-,OprJ,1-1440/1440,===============,0/0,100.00,99.86,card,U57969:4622-6062,OprJ is the outer membrane channel component of the MexCD-OprJ multidrug efflux complex.,aminocoumarin;aminoglycoside;cephalosporin;diaminopyrimidine;fluoroquinolone;macrolide;penam;phenicol;tetracycline
AE004091.2.fa,AE004091.2,5151078,5154209,-,MexD,1-3132/3132,========/======,2/2,99.97,99.75,card,U57969:1485-4617,MexD is the multidrug inner membrane transporter of the MexCD-OprJ complex.,aminocoumarin;aminoglycoside;cephalosporin;diaminopyrimidine;fluoroquinolone;macrolide;penam;phenicol;tetracycline
AE004091.2.fa,AE004091.2,5154237,5155400,-,MexC,1-1164/1164,===============,0/0,100.00,100.00,card,U57969:294-1458,MexC is the membrane fusion protein of the MexCD-OprJ multidrug efflux complex.,aminocoumarin;aminoglycoside;cephalosporin;diaminopyrimidine;fluoroquinolone;macrolide;penam;phenicol;tetracycline
AE004091.2.fa,AE004091.2,5364760,5366193,+,basS,1-1434/1434,===============,0/0,100.00,99.58,card,JQ340365:0-1434,Histidine protein kinase sensor Lipid A modification gene; part of a two-component system involved in polymyxin resistance that senses high extracellular Fe(2+),peptide
AE004091.2.fa,AE004091.2,5584101,5585549,+,OpmH,1-1449/1449,===============,0/0,100.00,100.00,card,AE004091.2:5584100-5585549,OpmH is an outer membrane efflux protein required for triclosan-specific efflux pump function.,triclosan
AE004091.2.fa,AE004091.2,5606103,5606435,+,Pseudomonas_aeruginosa_emrE,1-333/333,===============,0/0,100.00,100.00,card,AE004091.2:5606102-5606435,EmrE is a small multidrug transporter that functions as a homodimer and that couples the efflux of small polyaromatic cations from the cell with the import of protons down an electrochemical gradient. Confers resistance to tetraphenylphosphonium methyl viologen gentamicin kanamycin and neomycin.,aminoglycoside
AE004091.2.fa,AE004091.2,6207241,6208029,+,OXA-50,1-789/789,===============,0/0,100.00,99.87,card,AY306130:0-789,OXA-50 is a beta-lactamase found in Pseudomonas aeruginosa. It confers decreased susceptibility to ampicillin and ticarcillin and interestingly to moxalactam and meropenem in P. aeruginosa but not in E. coli. Also confers resistance to piperacillin-tazobactam and cephalotin.,cephalosporin;penam
#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
CP014999.1.fa,CP014999.1,182220,183371,+,TriA,1-1152/1152,===============,0/0,100.00,100.00,card,AE004091.2:177306-178458,TriA is a membrane protein that is fused to TriB and both are required for the triclosan efflux pump function of TriABC-OpmH in P. aeruginosa.,triclosan
CP014999.1.fa,CP014999.1,183368,184438,+,TriB,1-1071/1071,===============,0/0,100.00,99.72,card,AE004091.2:178454-179525,TriB is a membrane protein that is fused to TriA and both are required for the triclosan efflux pump function of TriABC-OpmH in P. aeruginosa.,triclosan
CP014999.1.fa,CP014999.1,184435,187482,+,TriC,1-3048/3048,===============,0/0,100.00,99.74,card,AE004091.2:179521-182569,TriC is a resistance nodulation cell division (RND) transporter that is a part of TriABC-OpmH a triclosan-specific efflux protein.,triclosan
CP014999.1.fa,CP014999.1,471073,472224,+,MexA,1-1152/1152,===============,0/0,100.00,98.70,card,AE004091.2:472023-473175,MexA is the membrane fusion protein of the MexAB-OprM multidrug efflux complex.,aminocoumarin;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
CP014999.1.fa,CP014999.1,472240,475380,+,MexB,1-3141/3141,===============,0/0,100.00,99.81,card,L11616:1569-4710,MexB is the inner membrane multidrug exporter of the efflux complex MexAB-OprM.,aminocoumarin;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
CP014999.1.fa,CP014999.1,475382,476839,+,OprM,1-1458/1458,===============,0/0,100.00,99.79,card,AE004091.2:476332-477790,OprM is an outer membrane factor protein found in Pseudomonas aeruginosa and Burkholderia vietnamiensis. It is part of the MexAB-OprM MexVW-OprM MexXY-OprM and the AmrAB-OprM complex.,acridine_dye;aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
CP014999.1.fa,CP014999.1,839877,841340,-,opmD,1-1464/1464,===============,0/0,100.00,99.66,card,AE004091.2:4710620-4712084,OpmD is the outer membrane channel protein of the efflux complex MexGHI-OpmD.,acridine_dye;fluoroquinolone;tetracycline
CP014999.1.fa,CP014999.1,841337,844426,-,mexI,1-3090/3090,===============,0/0,100.00,99.94,card,AE004091.2:4707534-4710624,MexI is the inner membrane transporter of the efflux complex MexGHI-OpmD.,acridine_dye;fluoroquinolone;tetracycline
CP014999.1.fa,CP014999.1,844439,845551,-,mexH,1-1113/1113,===============,0/0,100.00,99.73,card,AE004091.2:4706409-4707522,MexH is the membrane fusion protein of the efflux complex MexGHI-OpmD.,acridine_dye;fluoroquinolone;tetracycline
CP014999.1.fa,CP014999.1,845559,846005,-,mexG,1-447/447,===============,0/0,100.00,99.55,card,AE004091.2:4705955-4706402,MexG is a membrane protein required for MexGHI-OpmD efflux activity.,acridine_dye;fluoroquinolone;tetracycline
CP014999.1.fa,CP014999.1,925571,926779,+,bcr-1,1-1209/1209,===============,0/0,100.00,99.83,card,CP012901.1:5980365-5979156,Transmembrane protein which expels bicyclomycin from the cell leading to bicyclomycin resistance. Identified in Pseudomonas aeruginosa strains responsible for outbreaks in Brazil often appearing with blaSPM-1 another bicyclomycin resistance gene,bicyclomycin
CP014999.1.fa,CP014999.1,943484,944290,+,APH(3')-IIb,1-807/807,===============,0/0,100.00,98.76,card,X90856:387-1194,APH(3')-IIb is a chromosomal-encoded aminoglycoside phosphotransferase in P. aeruginosa,aminoglycoside
CP014999.1.fa,CP014999.1,956646,957839,-,PDC-5,1-1194/1194,===============,0/0,100.00,99.75,card,FJ666068:0-1194,PDC-5 is a extended-spectrum beta-lactamase found in Pseudomonas aeruginosa.,carbapenem;cephalosporin;monobactam
CP014999.1.fa,CP014999.1,1381653,1381814,+,ArmR,1-162/162,===============,0/0,100.00,100.00,card,AE004091.2:4165880-4165718,ArmR a 53-amino-acid antirepressor allosterically inhibits MexR dimer-DNA binding by occupying a hydrophobic binding cavity within the center of the MexR dimer. ArmR up-regulation and MexR-ArmR complex formation have previously been shown to upregulate MexAB-OprM.,aminocoumarin;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
CP014999.1.fa,CP014999.1,1426418,1427056,-,mexL,1-639/639,===============,0/0,100.00,100.00,card,AE004091.2:4120468-4121107,MexL is a specific repressor of mexJK transcription and autoregulates its own expression.,macrolide;tetracycline;triclosan
CP014999.1.fa,CP014999.1,1427152,1428255,+,mexJ,1-1104/1104,===============,0/0,100.00,99.64,card,AE004091.2:4120373-4119269,mexJ is the membrane fusion protein of the MexJK multidrug efflux protein.,macrolide;tetracycline;triclosan
CP014999.1.fa,CP014999.1,1428260,1431337,+,mexK,1-3078/3078,===============,0/0,100.00,99.35,card,AE004091.2:4119265-4116187,mexK is the inner membrane resistance-nodulation-cell division (RND) transporter in the MexJK multidrug efflux protein.,macrolide;tetracycline;triclosan
CP014999.1.fa,CP014999.1,1563329,1565317,-,arnA,1-1989/1989,===============,0/0,100.00,99.75,card,AE004091.2:3982020-3984009,arnA modifies lipid A with 4-amino-4-deoxy-L-arabinose (Ara4N) which allows gram-negative bacteria to resist the antimicrobial activity of cationic antimicrobial peptides and antibiotics such as polymyxin. arnA is found in E. coli and P. aeruginosa.,peptide
CP014999.1.fa,CP014999.1,1603535,1604692,+,mexP,1-1158/1158,===============,0/0,100.00,99.14,card,AB219524.1:22-1180,MexP is the membrane fusion protein of the MexPQ-OpmE multidrug efflux complex,acridine_dye;carbapenem;diaminopyrimidine;macrolide;phenicol;tetracycline
CP014999.1.fa,CP014999.1,1604689,1607850,+,mexQ,1-3162/3162,===============,0/0,100.00,99.15,card,AB219524.1:1176-4338,MexQ is the inner membrane transporter of the multidrug efflux pump MexPQ-OpmE.,acridine_dye;carbapenem;diaminopyrimidine;macrolide;phenicol;tetracycline
CP014999.1.fa,CP014999.1,1607847,1609322,+,opmE,1-1476/1476,===============,0/0,100.00,99.25,card,AB219524.1:4334-5810,opmE is an outer membrane factor protein that is part of the multidrug efflux pump MexPQ-OpmE.,acridine_dye;carbapenem;diaminopyrimidine;macrolide;phenicol;tetracycline
CP014999.1.fa,CP014999.1,1932500,1933177,-,Pseudomonas_aeruginosa_CpxR,1-678/678,===============,0/0,100.00,100.00,card,LT673656.1:1885022-1884344,CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance in the absence of repressor MexR.,aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
CP014999.1.fa,CP014999.1,2702592,2703377,+,AAC(6')-Ib7,1-786/786,===============,0/0,100.00,99.75,card,KR091911.1:75350-74564,AAC(6')-Ib7 is a plasmid-encoded aminoglycoside acetyltransferase in E. cloacae and C. freundii,aminoglycoside
CP014999.1.fa,CP014999.1,2703458,2704258,+,OXA-56,1-801/801,===============,0/0,100.00,100.00,card,AY445080:0-801,OXA-56 is a beta-lactamase found in Pseudomonas aeruginosa,cephalosporin;penam
CP014999.1.fa,CP014999.1,2704320,2705117,+,aadA7,1-798/798,===============,0/0,100.00,99.62,card,AB114632:655-1453,aadA7 is an integron-encoded aminoglycoside nucleotidyltransferase gene in V. fluvialis P. aeruginosa E. coli V. cholerae and S. enterica,aminoglycoside
CP014999.1.fa,CP014999.1,2706997,2707815,+,sul1,1-819/840,===============,0/0,97.50,100.00,card,JF969163:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.,sulfonamide
CP014999.1.fa,CP014999.1,2710084,2710923,+,sul1,1-840/840,===============,0/0,100.00,100.00,card,JF969163:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.,sulfonamide
CP014999.1.fa,CP014999.1,2712058,2713233,-,cmx,1-1176/1176,===============,0/0,100.00,100.00,card,AF024666:35934-37110,cmx is a plasmid or transposon-encoded chloramphenicol exporter that is found in Corynebacterium striatum and Pseudomonas aeruginosa.,phenicol
CP014999.1.fa,CP014999.1,2903249,2904529,+,MuxA,1-1281/1281,===============,0/0,100.00,99.53,card,AE004091.2:2855291-2854010,MuxA is a membrane fusion protein component of the efflux pump system MuxABC-OpmB in Pseudomonas aeruginosa.,aminocoumarin;macrolide;monobactam;tetracycline
CP014999.1.fa,CP014999.1,2904526,2907657,+,MuxB,1-3132/3132,===============,0/0,100.00,99.90,card,AE004091.2:2854014-2850882,MuxB is one of the two necessary RND components in the Pseudomonas aeruginosa efflux pump system MuxABC-OpmB.,aminocoumarin;macrolide;monobactam;tetracycline
CP014999.1.fa,CP014999.1,2907654,2910764,+,MuxC,1-3111/3111,===============,0/0,100.00,99.71,card,AE004091.2:2850886-2847775,MuxC is one of the two necessary RND components of the MuxABC-OpmB efflux pumps system in Pseudomonas aeruginosa.,aminocoumarin;macrolide;monobactam;tetracycline
CP014999.1.fa,CP014999.1,2910761,2912257,+,OpmB,1-1497/1497,===============,0/0,100.00,99.53,card,AE004091.2:2847779-2846282,OpmB is an outer membrane efflux protein in Pseudomonas aeruginosa that shows functional cooperation with MuxABC to form the efflux pump system MuxABC-OpmB.,aminocoumarin;macrolide;monobactam;tetracycline
CP014999.1.fa,CP014999.1,2953235,2954065,+,SPM-1,1-831/831,===============,0/0,100.00,100.00,card,AJ492820.1:404-1235,Plasmid-mediated SPM metallo-beta-lactamase conferring resistance to carbapenem. Originally isolated from Pseudomonas aeruginosa. Responsible for carbapenem-resistant Pseudomonas aeruginosa (CRPA) outbreaks in Brazil.,carbapenem
CP014999.1.fa,CP014999.1,2988213,2989631,-,OprN,1-1419/1419,===============,0/0,100.00,99.86,card,AE004091.2:2813193-2814612,OprN is the outer membrane channel component of the MexEF-OprN multidrug efflux complex.,diaminopyrimidine;fluoroquinolone;phenicol
CP014999.1.fa,CP014999.1,2989628,2992816,-,MexF,1-3189/3189,===============,0/0,100.00,99.59,card,AE004091.2:2810008-2813197,MexF is the multidrug inner membrane transporter of the MexEF-OprN complex. mexF corresponds to 2 loci in Pseudomonas aeruginosa PAO1 (gene name: mexF/mexB) and 4 loci in Pseudomonas aeruginosa LESB58 (gene name: mexD/mexB).,diaminopyrimidine;fluoroquinolone;phenicol
CP014999.1.fa,CP014999.1,2992838,2994082,-,MexE,1-1245/1245,===============,0/0,100.00,99.76,card,AE004091.2:2808742-2809987,MexE is the membrane fusion protein of the MexEF-OprN multidrug efflux complex.,diaminopyrimidine;fluoroquinolone;phenicol
CP014999.1.fa,CP014999.1,3296636,3297106,+,Pseudomonas_aeruginosa_soxR,1-471/471,===============,0/0,100.00,99.79,card,AE004091.2:2503895-2503424,SoxR is a redox-sensitive transcriptional activator that induces expression of a small regulon that includes the RND efflux pump-encoding operon mexGHI-opmD. SoxR was shown to be activated by pyocyanin.,acridine_dye;cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
CP014999.1.fa,CP014999.1,3662278,3663457,+,mexX,1-1170/1170,========/======,7/10,100.00,98.05,card,AB015853:145-1315,MexX is the membrane fusion protein of the MexXY-OprM multidrug efflux complex.,acridine_dye;aminoglycoside;carbapenem;cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;phenicol;tetracycline
CP014999.1.fa,CP014999.1,3663473,3666610,+,mexY,1-3141/3141,========/======,8/9,99.81,98.82,card,AB015853:1330-4471,MexY is the RND-type membrane protein of the efflux complex MexXY-OprM.,acridine_dye;aminoglycoside;carbapenem;cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;phenicol;tetracycline
CP014999.1.fa,CP014999.1,4308113,4311223,-,mexN,1-3111/3111,===============,0/0,100.00,99.52,card,AB219523.1:1175-4286,MexN is the inner membrane transporter of the MexMN-OprM multidrug efflux complex.,phenicol
CP014999.1.fa,CP014999.1,4311220,4312377,-,mexM,1-1158/1158,===============,0/0,100.00,98.96,card,AB219523.1:21-1179,mexM is the membrane fusion protein of the MexMN-OprM multidrug efflux complex.,phenicol
CP014999.1.fa,CP014999.1,4411255,4412688,+,PmpM,1-1434/1434,===============,0/0,100.00,99.86,card,AE004091.2:1473980-1472546,PmpM is a multidrug efflux pump belonging to the MATE family of Pseudomonas aeruginosa. PmpM is an H+ drug antiporter and is the first reported case of an H+ coupled efflux pump in the MATE family. PmpM confers resistance to fluoroquinolones fradiomycin benzalkonium chloride chlorhexidine gluconate ethidium bromide tetraphenylphosphonium chloride (TPPCl) and rhodamine 6G.,aminoglycoside;benzalkonium_chloride;fluoroquinolone
